html_chars,html_tokens,dom_nodes,css_decls,n_domains,parse_ok
1596,462,33,16,0,True
1706,587,52,23,0,True
1616,467,18,25,1,True
1407,450,21,31,0,True
2515,802,45,46,0,True
1416,453,25,21,0,True
2310,692,52,29,0,True
1017,310,16,18,0,True
4879,1441,65,66,0,True
2976,868,49,45,0,True
1755,533,47,26,1,True
1583,535,44,25,0,True
1780,529,33,20,0,True
2738,879,47,50,2,True
915,296,16,22,0,True
2189,723,38,30,1,True
1463,484,52,19,0,True
1644,589,64,12,0,True
2066,675,55,25,1,True
1275,397,33,14,0,True
1413,438,31,22,0,True
2470,768,44,40,0,True
1932,594,34,29,0,True
1420,491,42,19,0,True
1736,579,52,14,0,True
1565,459,23,21,0,True
1511,480,38,19,0,True
2178,683,39,43,0,True
2304,769,72,24,0,True
1393,465,33,27,0,True
2322,715,67,20,0,True
2330,771,55,45,0,True
1040,298,24,10,0,True
2313,726,40,30,0,True
1817,574,24,24,0,True
2942,891,41,54,5,True
1735,528,37,29,0,True
3853,1134,61,53,0,True
1457,474,30,29,0,True
2026,649,41,26,0,True
1937,641,40,27,1,True
1442,478,34,21,1,True
1277,435,34,16,0,True
833,276,21,15,0,True
2070,627,60,19,0,True
3905,1194,102,48,2,True
2572,1026,46,26,5,True
1866,618,29,25,2,True
933,267,22,9,0,True
1549,489,24,36,0,True
1606,470,34,19,0,True
2097,607,38,30,0,True
973,306,19,12,1,True
1958,555,47,17,0,True
1549,481,30,22,0,True
3781,1226,54,60,1,True
1729,548,46,32,0,True
3030,962,54,26,1,True
2692,817,46,47,0,True
1280,356,19,16,0,True
2083,829,115,30,0,True
2668,864,59,41,0,True
2291,716,39,41,0,True
1754,557,30,31,0,True
2016,621,35,36,0,True
2129,719,33,47,0,True
1702,498,32,28,0,True
1707,490,27,26,0,True
1683,513,53,16,0,True
1693,511,33,22,0,True
3204,1088,66,53,0,True
1441,433,34,18,0,True
3667,1095,55,52,0,True
1690,548,39,22,0,True
1547,470,24,33,0,True
842,258,21,15,0,True
1102,378,20,23,0,True
3644,1104,87,42,0,True
1318,418,26,29,0,True
1720,518,35,21,0,True
1157,351,27,17,0,True
1791,549,58,14,0,True
1316,431,31,23,1,True
2252,682,37,39,1,True
848,255,21,14,0,True
2413,802,55,35,0,True
1461,477,35,25,0,True
2729,886,52,49,1,True
2342,713,45,37,0,True
2075,621,43,30,0,True
1525,523,26,28,0,True
1844,601,31,33,0,True
1279,382,28,20,0,True
1357,470,27,25,0,True
1899,548,36,25,0,True
3184,1015,87,27,0,True
1998,592,35,24,0,True
1542,503,21,31,0,True
3121,900,63,39,0,True
1479,426,31,19,0,True
2532,849,48,51,0,True
2207,707,39,42,0,True
2426,788,77,25,0,True
1464,497,33,23,0,True
1173,360,24,18,0,True
1384,459,34,23,0,True
3197,986,36,42,0,True
868,255,19,13,0,True
1706,575,42,26,0,True
2412,778,58,39,0,True
1951,629,32,33,0,True
920,290,18,19,0,True
2211,723,48,27,0,True
2761,857,52,39,1,True
1796,573,32,29,0,True
3044,956,88,27,3,True
1707,584,43,27,0,True
1356,424,35,18,0,True
2208,736,44,46,0,True
2478,876,72,39,0,True
5077,1932,85,67,2,True
2417,789,37,50,1,True
1648,485,32,15,0,True
1758,578,42,28,0,True
1973,606,42,27,1,True
1691,525,32,20,0,True
1755,516,29,32,1,True
3203,1037,75,51,0,True
1554,466,46,13,0,True
1270,373,33,9,0,True
1288,365,35,13,0,True
3318,977,89,29,0,True
1806,574,31,31,0,True
1664,535,25,27,0,True
2962,898,72,40,0,True
2402,709,40,24,0,True
1904,670,29,24,1,True
2453,807,40,19,1,True
1912,598,59,21,0,True
3351,991,64,50,0,True
1819,542,31,35,1,True
1988,598,39,18,0,True
1742,568,51,26,0,True
1974,637,51,27,0,True
1564,480,24,33,1,True
2149,618,48,26,0,True
2056,590,43,26,1,True
1478,465,30,15,0,True
1667,505,29,28,0,True
1047,332,20,15,1,True
1423,458,30,26,0,True
1260,423,31,19,0,True
2279,719,39,54,0,True
2432,867,53,41,0,True
3037,1037,67,37,1,True
1393,453,45,13,0,True
2117,772,42,34,1,True
1985,619,46,27,0,True
3115,927,102,36,0,True
2024,625,42,27,0,True
1151,348,29,15,0,True
2346,785,32,59,0,True
1646,526,25,18,2,True
1742,551,30,30,0,True
3022,937,79,38,0,True
1590,551,59,15,0,True
1416,448,25,27,0,True
2668,836,63,39,0,True
1641,521,39,25,0,True
1001,337,19,21,0,True
1547,477,21,28,0,True
1187,354,25,19,0,True
1389,448,41,23,0,True
1586,508,28,28,1,True
1959,619,27,35,0,True
1546,478,32,22,0,True
1083,326,28,14,0,True
2177,705,55,29,0,True
3297,1010,40,44,0,True
3967,1329,152,33,0,True
981,320,22,18,0,True
1945,642,34,35,3,True
938,286,18,14,0,True
1261,380,26,18,0,True
959,303,30,11,0,True
1758,525,31,25,0,True
2153,706,53,26,0,True
1605,486,50,9,0,True
2479,927,24,31,1,True
989,296,22,16,0,True
1214,422,28,16,0,True
2994,955,61,55,1,True
1904,601,55,19,0,True
1068,392,25,23,0,True
1933,611,40,35,0,True
2690,855,37,45,3,True
1305,465,38,15,0,True
2072,713,36,24,0,True
1498,474,22,22,0,True
2303,804,45,39,1,True
1981,659,41,38,0,True
2684,828,50,39,0,True
1570,508,54,25,0,True
1045,346,43,9,0,True
4415,1515,69,61,2,True
1342,468,31,12,1,True
2553,1001,55,27,1,True
1420,478,33,15,1,True
735,241,37,0,0,True
2132,688,40,43,0,True
1740,565,41,25,0,True
1698,591,52,12,0,True
1768,567,54,14,0,True
1272,442,34,22,0,True
2373,957,40,27,1,True
1483,473,25,25,0,True
1193,380,29,15,0,True
2437,809,55,42,0,True
1272,401,25,23,0,True
2632,934,44,42,2,True
1729,555,57,23,0,True
2236,701,55,27,0,True
2928,976,40,42,3,True
3534,1094,111,29,0,True
1226,407,35,19,0,True
1663,503,39,17,1,True
1805,594,40,36,0,True
1593,540,29,39,0,True
3202,949,29,57,0,True
2647,862,56,28,0,True
2192,659,46,29,0,True
1360,456,21,25,0,True
2802,827,57,20,3,True
1791,548,27,32,1,True
2439,749,46,29,0,True
2787,898,58,28,0,True
1870,598,44,29,0,True
1608,464,35,22,0,True
2034,665,31,34,0,True
969,321,25,14,0,True
1983,623,51,30,0,True
2164,647,48,24,0,True
1937,627,34,28,1,True
1890,619,39,36,0,True
2094,630,42,33,0,True
2096,644,59,25,0,True
2391,697,38,34,0,True
1484,444,25,23,0,True
1392,413,34,19,0,True
2189,691,32,45,1,True
1838,526,46,15,0,True
1800,551,38,19,0,True
1892,610,62,21,0,True
1688,565,22,32,1,True
2226,708,45,31,0,True
987,309,32,0,0,True
1364,429,32,21,0,True
1637,541,27,21,1,True
3165,1016,69,42,0,True
1331,419,19,18,0,True
2369,762,57,34,0,True
1145,355,30,17,0,True
1860,536,32,28,0,True
1816,599,33,31,0,True
3835,1223,69,57,0,True
1801,589,33,41,0,True
1320,396,22,17,0,True
1220,382,36,14,0,True
2868,1188,42,24,1,True
1914,606,47,22,0,True
2588,825,43,53,0,True
2756,985,98,21,0,True
2507,763,42,49,0,True
1955,673,62,19,0,True
2262,707,40,39,0,True
2967,949,54,38,0,True
2106,691,72,23,0,True
1811,577,30,29,1,True
5332,1605,79,60,0,True
2034,572,48,18,0,True
2556,795,32,39,1,True
1764,572,45,31,0,True
1251,386,31,12,0,True
2887,1062,80,44,2,True
2177,670,45,32,0,True
1638,523,43,26,0,True
871,258,22,9,0,True
1704,535,63,17,0,True
1529,456,38,15,0,True
2181,628,56,26,0,True
1573,489,31,21,1,True
1497,441,39,20,0,True
2256,756,49,45,0,True
2988,958,80,31,0,True
1928,662,50,35,0,True
2040,607,41,38,0,True
2325,721,56,34,0,True
2114,696,45,30,0,True
1995,642,27,40,1,True
2309,774,32,41,0,True
942,300,16,19,0,True
1428,476,35,19,0,True
1983,624,46,37,0,True
2440,814,52,31,0,True
1088,344,19,19,0,True
1252,370,31,15,0,True
1418,437,31,10,0,True
1880,588,40,25,3,True
1848,566,34,35,0,True
2645,843,46,54,0,True
2152,664,46,28,0,True
2169,670,42,39,0,True
1306,358,45,0,0,True
2906,907,71,38,0,True
1642,504,37,17,0,True
2287,743,49,39,0,True
1156,357,22,13,0,True
2328,713,54,32,0,True
1442,439,25,16,0,True
1671,581,48,20,0,True
1503,437,27,19,0,True
2179,677,52,28,0,True
1317,411,34,13,0,True
1336,428,49,15,0,True
2018,676,39,28,0,True
1329,430,59,0,0,True
1967,614,35,32,1,True
508,164,19,4,0,True
1564,524,58,15,0,True
1694,551,52,15,0,True
2411,675,38,16,0,True
2206,716,42,29,0,True
1371,442,39,11,0,True
1310,402,24,21,0,True
2304,687,38,38,1,True
2597,878,33,49,3,True
1571,498,41,23,0,True
1335,393,27,19,0,True
2404,803,73,29,0,True
1560,554,49,27,0,True
1921,598,29,42,1,True
1105,360,22,25,0,True
1691,539,28,29,1,True
2626,952,57,45,0,True
2326,673,64,17,0,True
1187,358,33,18,0,True
1752,532,35,30,0,True
2228,695,23,36,0,True
1638,573,33,18,1,True
2072,662,37,33,0,True
1755,586,33,20,0,True
1511,465,39,23,0,True
1449,475,41,14,0,True
2703,960,40,54,1,True
1801,578,45,29,0,True
1635,497,42,20,0,True
2549,793,47,39,0,True
1437,417,23,22,0,True
1534,505,33,29,0,True
2123,704,50,27,0,True
1293,391,29,19,0,True
1674,540,30,35,0,True
1971,697,36,14,3,True
3457,1042,58,42,0,True
1289,386,23,26,0,True
1090,346,22,16,0,True
1920,635,39,35,1,True
938,284,26,12,1,True
1482,516,54,23,0,True
1551,488,46,17,0,True
2247,680,46,32,0,True
1009,298,23,19,0,True
2244,718,64,27,0,True
795,247,23,11,0,True
1637,507,39,21,0,True
1038,332,32,9,0,True
2230,826,60,27,1,True
1139,336,34,12,0,True
1681,508,26,28,0,True
1768,650,24,36,1,True
828,253,19,12,0,True
3125,1018,84,44,0,True
2394,754,34,50,0,True
2931,896,52,44,0,True
2112,632,50,24,0,True
1528,477,36,20,3,True
1389,448,30,23,0,True
2184,738,42,39,1,True
1863,585,52,28,0,True
1955,659,41,40,0,True
2022,602,52,18,3,True
682,208,28,0,0,True
3113,946,59,33,0,True
2086,619,35,34,0,True
2384,681,35,34,0,True
1099,367,27,20,0,True
1561,526,47,18,0,True
1526,479,37,18,0,True
1276,412,35,16,0,True
1039,331,25,11,0,True
2109,675,47,41,0,True
2277,689,43,36,0,True
1937,623,50,25,0,True
2179,665,44,41,0,True
2240,766,38,51,0,True
1833,569,36,23,1,True
2784,911,38,60,0,True
1740,499,31,25,0,True
1260,422,21,18,0,True
2205,727,37,37,0,True
1632,486,35,28,0,True
1903,659,47,27,0,True
1874,586,45,28,0,True
1415,428,21,27,0,True
1334,421,26,25,0,True
2160,682,42,32,1,True
2442,825,43,47,0,True
2277,685,45,24,0,True
3321,1085,62,52,1,True
1651,498,39,20,0,True
3638,1109,74,49,0,True
1143,341,32,13,0,True
1311,402,27,21,0,True
896,271,27,8,0,True
2018,673,44,26,0,True
1190,366,43,11,0,True
1873,567,39,29,0,True
3194,1013,57,56,0,True
3536,1047,87,42,0,True
2572,831,43,45,0,True
2163,656,37,45,0,True
2263,761,55,34,0,True
1507,466,30,26,0,True
1365,452,31,27,1,True
1353,429,22,26,0,True
1913,640,36,36,0,True
2269,731,47,38,1,True
1500,546,48,18,1,True
2542,850,51,52,0,True
1087,334,29,14,0,True
1464,466,42,22,0,True
1286,427,28,13,0,True
2175,687,45,23,0,True
3105,934,54,59,0,True
1196,334,25,13,0,True
1475,454,31,32,0,True
1531,472,29,26,0,True
1809,568,35,30,0,True
2662,877,44,43,0,True
1367,420,30,20,1,True
2507,810,57,39,0,True
1341,416,28,20,0,True
1113,348,24,17,0,True
1189,386,35,10,0,True
1953,658,59,21,0,True
1847,598,34,41,0,True
1837,588,44,29,0,True
2994,916,44,55,1,True
1615,457,39,17,0,True
1559,512,32,27,0,True
1954,583,35,24,0,True
2257,678,62,21,0,True
1526,507,45,23,0,True
1290,396,27,25,0,True
1350,444,33,21,0,True
1106,317,16,21,0,True
2306,653,49,28,0,True
1655,534,33,22,0,True
1512,446,27,20,0,True
3177,1214,54,38,4,True
1203,349,20,16,1,True
2027,652,38,33,0,True
2115,632,34,30,0,True
1595,479,33,21,0,True
1078,363,24,16,0,True
3030,932,45,38,0,True
2181,707,49,20,1,True
3146,1061,107,18,0,True
1254,415,27,19,0,True
1751,598,40,27,0,True
1327,437,27,21,0,True
1651,544,39,25,1,True
1344,408,30,17,0,True
2669,837,52,32,0,True
1264,417,41,15,0,True
1911,591,51,31,0,True
1774,536,23,24,0,True
1610,513,34,30,0,True
2538,807,55,40,0,True
1948,635,27,43,0,True
1280,370,24,21,0,True
2061,618,43,25,0,True
1840,590,44,29,0,True
1392,469,39,17,1,True
2001,680,43,36,0,True
2648,746,34,37,0,True
1777,596,42,37,0,True
1155,388,25,18,0,True
1538,490,32,19,0,True
1317,444,29,20,1,True
2050,656,52,24,0,True
2748,929,44,48,1,True
2376,776,56,41,3,True
1308,409,26,26,0,True
1901,587,34,34,0,True
2824,892,84,37,0,True
2173,915,41,17,1,True
1137,366,25,12,0,True
979,311,14,22,0,True
2615,883,90,34,0,True
1668,581,52,27,0,True
948,312,22,14,0,True
1791,527,28,32,0,True
1282,394,37,15,3,True
2042,633,41,33,0,True
1035,366,37,11,0,True
1349,425,24,23,0,True
2149,676,55,25,0,True
1471,467,19,33,0,True
1786,617,44,37,0,True
1619,522,17,18,0,True
1730,607,31,41,0,True
1483,461,36,18,1,True
1091,383,24,22,0,True
1481,480,35,28,0,True
1553,489,35,25,0,True
1201,368,28,15,0,True
1860,585,35,32,0,True
1401,431,23,26,0,True
2360,700,61,20,1,True
1809,585,33,33,0,True
2657,797,57,31,0,True
2636,776,42,31,0,True
2219,702,74,25,0,True
1900,626,39,31,0,True
2892,938,36,43,0,True
1154,363,24,17,0,True
2569,800,38,38,0,True
1241,365,32,11,0,True
1001,328,28,12,0,True
2018,669,32,37,0,True
1945,654,58,25,0,True
1220,380,36,13,1,True
2574,883,82,31,0,True
2859,881,38,61,0,True
3097,908,72,28,1,True
3433,1183,49,47,1,True
1904,630,27,47,1,True
2850,1198,54,33,1,True
2453,765,53,25,0,True
2284,696,34,37,0,True
1528,517,39,14,0,True
1420,468,23,17,1,True
1464,436,29,29,0,True
3020,1017,77,49,1,True
2521,803,68,25,0,True
1550,506,41,19,0,True
1230,345,23,17,0,True
1441,423,32,17,0,True
3041,787,55,17,0,True
1796,570,34,24,0,True
1268,457,25,20,0,True
1259,407,27,25,0,True
1802,578,33,25,1,True
1557,434,35,15,0,True
2264,773,37,36,1,True
2008,673,43,29,0,True
1492,492,33,24,0,True
1087,325,20,14,0,True
1526,500,48,20,0,True
1570,446,33,17,0,True
2196,701,31,40,1,True
1530,471,21,27,0,True
1537,473,26,17,2,True
1906,759,32,24,1,True
2254,709,75,16,0,True
3506,1290,69,40,0,True
2855,918,74,52,0,True
2622,893,68,43,0,True
1900,585,27,34,1,True
1409,479,11,39,0,True
2129,729,47,35,0,True
2538,713,38,30,1,True
1890,568,39,27,0,True
1103,356,34,11,0,True
1636,524,29,27,0,True
1971,602,42,23,1,True
3158,1010,61,63,0,True
1473,430,28,12,0,True
1909,628,68,25,0,True
3027,989,60,49,0,True
2566,819,51,32,0,True
1352,441,33,20,0,True
1783,642,43,31,0,True
1842,607,62,17,0,True
1168,366,29,15,0,True
2169,683,40,43,0,True
2574,844,46,48,0,True
1498,473,40,18,0,True
1436,424,30,24,0,True
2970,886,53,32,1,True
1580,498,37,22,1,True
1405,413,23,22,0,True
1559,501,29,30,0,True
2172,705,41,38,0,True
1075,323,25,17,0,True
2744,860,67,38,0,True
987,308,21,10,0,True
1914,566,39,25,0,True
1423,433,32,21,0,True
909,310,20,10,0,True
1397,435,27,15,1,True
2804,973,41,53,1,True
1702,503,35,24,0,True
1819,545,38,23,0,True
1156,335,25,15,0,True
1561,478,32,25,0,True
2546,777,57,41,0,True
1968,581,33,29,0,True
3935,1205,88,27,0,True
1798,560,52,25,0,True
1899,605,61,24,0,True
3661,1230,55,60,1,True
1311,425,33,23,0,True
3153,863,69,16,0,True
1506,493,40,20,0,True
1616,525,39,25,0,True
3412,1164,98,45,0,True
2255,741,46,40,0,True
1778,563,30,30,0,True
2733,960,94,31,0,True
2991,932,65,50,0,True
3067,969,51,44,0,True
2221,729,45,38,0,True
1910,561,38,25,0,True
1463,450,43,24,0,True
1622,481,30,22,0,True
1484,479,48,12,0,True
1717,601,29,25,0,True
1849,592,30,22,0,True
1876,614,34,41,0,True
1551,513,56,24,0,True
986,354,16,16,0,True
2323,749,41,28,0,True
1730,524,33,30,0,True
1932,607,53,23,0,True
2410,658,59,23,0,True
1672,483,23,20,0,True
2580,787,44,44,0,True
2290,709,42,28,0,True
1394,416,35,15,0,True
2912,856,65,31,0,True
1446,450,33,23,0,True
1877,590,31,33,0,True
1715,499,41,22,0,True
2746,807,37,36,0,True
1838,591,33,37,0,True
1619,455,28,30,0,True
2406,766,41,36,0,True
2869,883,34,37,1,True
1073,337,30,10,0,True
1225,407,25,22,0,True
2407,800,51,36,0,True
1634,552,32,29,0,True
2179,645,37,41,1,True
3038,938,72,20,1,True
1991,636,62,20,0,True
2854,898,56,55,0,True
1778,539,43,21,0,True
933,290,26,12,0,True
1943,689,33,42,0,True
1392,413,34,18,0,True
2253,711,43,30,0,True
2244,836,100,28,0,True
1717,498,34,25,0,True
2457,755,48,33,0,True
2589,845,42,37,1,True
955,323,31,13,0,True
1911,570,41,21,0,True
2495,776,52,33,0,True
1491,468,39,22,0,True
1259,374,29,16,0,True
2397,745,42,46,0,True
1986,625,32,8,3,True
1618,509,20,28,0,True
1443,402,22,17,0,True
976,303,23,16,0,True
1529,532,36,24,0,True
1292,428,30,19,0,True
1587,544,38,21,0,True
1535,476,35,12,0,True
1890,553,36,23,0,True
1866,612,48,31,0,True
2436,835,34,44,1,True
1865,613,37,39,0,True
1520,451,28,25,0,True
995,340,45,0,0,True
1895,603,47,34,0,True
2303,756,46,40,0,True
1826,596,35,30,1,True
2853,967,54,46,0,True
1632,480,40,13,0,True
1312,412,33,15,0,True
1370,410,26,24,0,True
2070,643,66,18,0,True
1962,622,31,35,0,True
2518,823,54,33,1,True
2767,932,111,25,0,True
1402,422,33,18,0,True
2261,652,33,42,0,True
2606,906,56,44,0,True
2938,981,60,56,0,True
1695,553,50,21,0,True
925,314,26,14,3,True
2015,680,45,35,0,True
2190,701,41,36,1,True
1600,478,49,15,0,True
1476,478,32,28,0,True
2019,685,50,34,0,True
2148,797,40,30,1,True
1260,392,33,25,0,True
1205,386,29,16,0,True
2078,647,42,37,0,True
2413,755,48,42,1,True
2168,680,45,31,0,True
1120,368,20,14,0,True
2253,843,82,20,0,True
2326,756,37,34,2,True
1209,336,29,10,0,True
2575,787,62,49,0,True
2696,856,69,29,1,True
3017,957,52,64,0,True
2089,617,51,30,0,True
1339,413,29,22,0,True
2054,722,38,41,0,True
988,302,36,8,0,True
1837,602,49,34,0,True
2015,670,35,16,1,True
1582,497,47,20,0,True
2385,766,49,45,0,True
2939,1174,50,34,1,True
1975,639,50,29,1,True
3067,919,62,44,0,True
1260,392,39,12,0,True
1057,327,21,18,0,True
1052,334,22,12,0,True
2189,705,42,37,0,True
1871,658,69,20,0,True
2392,836,63,36,0,True
1498,474,34,23,0,True
1195,401,31,19,0,True
3312,1063,100,50,0,True
1312,455,27,25,0,True
2247,721,56,36,0,True
2141,672,28,34,0,True
2250,713,63,16,0,True
3063,1081,64,51,0,True
1076,304,31,6,0,True
2289,772,61,35,0,True
2203,693,37,37,0,True
1827,579,47,21,0,True
1717,547,30,30,0,True
2574,773,45,33,0,True
1741,614,46,35,0,True
2395,756,38,50,0,True
3371,971,83,37,0,True
2440,735,41,36,0,True
1609,527,29,29,0,True
2728,869,63,27,0,True
1339,434,29,15,1,True
1568,503,40,14,1,True
3603,1063,70,42,0,True
2983,906,54,47,0,True
1425,512,44,15,1,True
1436,474,39,25,0,True
2111,653,37,35,0,True
1369,407,28,21,0,True
1457,440,26,20,2,True
2435,760,41,40,0,True
1019,290,24,14,0,True
1720,508,41,20,0,True
1843,601,51,32,0,True
2147,666,39,40,0,True
1836,555,30,31,0,True
1933,589,44,28,1,True
1156,372,44,15,0,True
2213,723,65,26,0,True
861,287,26,9,0,True
2848,1015,78,40,0,True
1415,432,33,18,1,True
1532,484,31,23,0,True
2244,726,38,51,0,True
1431,466,29,24,0,True
1636,503,29,32,0,True
1783,560,44,17,0,True
2167,687,47,38,0,True
1575,466,28,24,0,True
1815,545,34,31,0,True
1681,536,42,22,0,True
1112,360,31,15,0,True
1864,583,33,17,3,True
1311,401,24,20,0,True
2599,872,46,36,1,True
2614,777,35,44,0,True
1787,557,29,30,0,True
2461,839,51,47,0,True
1071,315,17,16,1,True
1399,384,25,19,0,True
1452,472,51,14,0,True
1235,416,23,25,0,True
1875,582,33,31,0,True
1924,631,39,30,0,True
2112,631,49,26,0,True
1611,502,31,29,0,True
1659,557,43,31,0,True
2745,825,70,31,0,True
1902,656,48,30,0,True
2546,802,59,35,0,True
2321,715,63,36,0,True
3385,1134,74,32,2,True
1469,474,27,28,0,True
2986,956,47,61,0,True
1998,598,41,28,0,True
2460,768,63,34,1,True
1061,338,31,15,0,True
1310,422,32,17,0,True
2025,656,42,35,0,True
1072,381,22,23,0,True
1892,578,47,22,1,True
3267,1050,57,23,1,True
1707,526,37,16,1,True
1961,636,33,30,1,True
2458,779,54,33,0,True
1781,629,36,19,1,True
1655,560,39,25,0,True
1578,508,32,26,0,True
1591,520,22,36,0,True
3533,1331,44,38,1,True
1177,368,31,12,0,True
1451,505,32,25,0,True
1377,432,28,21,0,True
1728,602,46,24,0,True
1355,467,38,21,0,True
2346,756,31,50,0,True
1605,512,24,30,0,True
1707,530,39,18,0,True
1346,435,30,21,1,True
2097,834,25,31,1,True
1149,337,29,13,0,True
1493,459,38,21,0,True
2373,738,50,37,0,True
2242,695,47,33,0,True
1259,401,41,16,0,True
1896,582,30,37,0,True
2076,630,41,37,0,True
3289,1125,61,56,0,True
1924,652,41,31,0,True
1109,319,22,17,0,True
1233,395,23,25,0,True
1866,569,33,34,0,True
2046,738,47,42,0,True
1924,570,38,28,0,True
1425,448,28,17,0,True
1798,632,42,27,1,True
1470,488,39,27,0,True
2339,701,40,26,2,True
3637,1175,58,36,0,True
1839,562,51,24,0,True
1864,559,44,17,0,True
1954,641,26,29,0,True
1337,415,24,19,0,True
3024,1058,70,33,1,True
2719,969,72,35,0,True
1900,592,27,36,1,True
1282,414,41,16,0,True
1612,543,24,32,2,True
1555,426,23,14,0,True
2934,926,107,27,0,True
1114,326,29,12,0,True
1986,629,34,26,0,True
3621,1124,68,37,0,True
1907,629,27,38,0,True
1229,358,41,0,0,True
2078,642,40,36,0,True
2848,910,55,40,3,True
2000,646,19,54,0,True
1348,423,18,15,0,True
2457,800,29,46,1,True
1987,596,44,31,0,True
2019,583,41,23,0,True
3540,1144,55,57,0,True
1739,563,42,24,1,True
1448,464,27,27,0,True
2137,653,31,34,0,True
1553,506,29,32,0,True
1848,599,40,19,0,True
1858,649,65,17,0,True
1531,495,35,21,0,True
1624,519,35,25,0,True
1116,348,21,21,0,True
1959,675,29,38,0,True
2950,929,62,48,0,True
2314,743,44,40,0,True
3028,890,88,35,0,True
1597,504,53,15,0,True
2020,665,40,28,0,True
1860,561,37,33,0,True
1672,531,27,29,1,True
2071,713,17,49,0,True
2180,727,51,22,0,True
1108,330,27,11,0,True
2335,737,54,30,0,True
821,255,14,11,0,True
1445,457,34,21,0,True
1662,577,42,19,0,True
1450,464,27,27,0,True
1444,477,40,27,0,True
1981,622,50,31,1,True
2014,642,44,28,0,True
1543,449,33,21,0,True
2863,877,57,43,0,True
2257,702,41,39,0,True
2556,775,49,38,0,True
2902,997,66,55,0,True
1749,520,33,32,0,True
1162,367,45,10,0,True
3330,1080,56,60,0,True
1433,456,25,28,0,True
1142,383,34,14,0,True
1054,321,15,19,0,True
1282,371,31,14,0,True
1200,383,31,15,0,True
1706,517,40,22,0,True
1555,498,34,27,0,True
1838,607,34,35,0,True
2253,663,49,25,1,True
933,298,24,15,0,True
1473,468,33,27,0,True
2311,870,90,15,1,True
1265,400,23,29,0,True
2227,726,46,36,0,True
2561,738,62,42,0,True
858,260,20,10,0,True
3959,1265,73,55,0,True
1033,340,26,16,0,True
2447,756,66,22,0,True
1366,440,27,20,0,True
1039,363,23,14,0,True
1561,465,36,20,0,True
1555,548,58,15,0,True
2513,751,43,34,0,True
2456,742,59,18,0,True
1950,607,49,23,0,True
1018,389,48,11,0,True
2125,663,42,30,1,True
1220,373,40,10,0,True
1301,416,40,16,0,True
1882,600,54,31,0,True
1413,535,47,17,0,True
1285,378,22,17,1,True
1381,429,29,22,0,True
2704,807,55,36,0,True
1757,534,32,29,0,True
2043,597,40,24,0,True
2539,786,46,52,0,True
1771,601,28,37,0,True
1420,437,42,13,0,True
1704,530,30,26,0,True
1734,536,32,33,0,True
2655,728,43,35,0,True
1272,441,24,26,0,True
2927,967,68,58,1,True
1206,369,30,13,0,True
1429,424,32,19,0,True
2534,844,47,30,1,True
2010,619,63,24,0,True
2384,620,25,15,0,True
1612,477,28,24,1,True
1128,345,32,14,0,True
1204,399,31,18,0,True
1711,533,43,25,0,True
1216,400,33,17,0,True
1364,436,24,24,0,True
1485,480,31,13,0,True
1697,531,26,15,0,True
1762,610,36,28,0,True
2084,619,39,33,0,True
2312,731,30,46,1,True
3394,1034,63,61,0,True
1111,337,17,20,0,True
1688,551,41,22,0,True
1884,569,35,31,0,True
964,323,21,16,0,True
1655,585,38,14,1,True
1831,593,29,32,0,True
3461,1001,72,49,0,True
2674,900,46,51,0,True
1550,500,38,14,0,True
1623,641,18,24,1,True
1522,488,32,26,0,True
2536,773,39,40,1,True
1200,381,24,23,0,True
1893,567,41,39,0,True
1538,483,34,21,0,True
1354,418,36,19,0,True
3597,1100,46,34,0,True
1010,309,22,10,0,True
1980,760,33,24,1,True
2353,792,45,23,1,True
1944,605,33,40,0,True
1916,634,29,32,0,True
1448,439,29,21,0,True
1705,555,30,30,1,True
2684,813,29,28,0,True
2626,846,65,38,0,True
1557,510,38,22,0,True
989,307,22,17,0,True
2344,710,47,25,0,True
1121,317,27,13,0,True
1235,464,25,21,0,True
4135,1192,86,45,0,True
1618,547,36,20,0,True
2547,788,44,38,0,True
1536,496,37,27,0,True
1690,521,38,24,0,True
1526,488,31,29,0,True
3156,1058,101,36,0,True
1620,535,32,23,1,True
1818,527,41,14,0,True
2314,757,53,39,0,True
1731,533,45,21,0,True
2992,957,78,35,0,True
1355,427,33,14,0,True
2037,659,42,22,0,True
3387,1054,59,58,0,True
2187,694,38,32,0,True
2158,666,65,26,0,True
2746,798,59,31,0,True
1506,470,31,22,0,True
2041,693,53,23,0,True
834,256,18,13,0,True
2336,787,33,42,0,True
2262,693,45,28,0,True
2850,972,56,47,1,True
1728,556,39,33,0,True
1402,446,17,37,0,True
2309,732,49,30,1,True
4288,1337,101,50,0,True
1313,429,21,30,0,True
2238,635,47,17,0,True
1115,341,36,4,0,True
1317,402,21,20,0,True
1886,577,73,19,0,True
2061,676,39,49,0,True
2145,674,32,51,0,True
1814,615,30,34,0,True
1302,418,25,27,0,True
2779,967,39,42,1,True
1230,397,30,17,0,True
2546,829,64,38,0,True
1731,540,38,25,0,True
2249,754,70,23,0,True
2038,715,44,44,0,True
2374,802,57,47,0,True
2465,819,33,43,1,True
2388,688,51,22,0,True
1746,520,35,22,0,True
1611,510,40,24,0,True
2462,738,49,29,0,True
1767,559,39,24,0,True
1250,400,18,18,1,True
948,314,36,8,0,True
